comentario;nota;data
A vista do alto é maravilhosa, o trajeto deveria ter ao menos uns vidros para você ver a parte externa ao mesmo tempo em que sobe ou desce. Nada de mais, mas tem que passear.;3.0;jan de 2016
Meu cartão postal preferido de Salvador! apesar de muitos acharem que ele é panorâmico ( o que não é mas deveria rs) dá um frio na barriga ao descer, o preço beeeem simbólico era da ultima vez que fui 0,35 centavos quando não está de graça em algumas situações. Vale a pena conferir.;4.0;mar de 2015
Seria um elevador qualquer não fosse maravilhosa paisagem da Baía de Todos os Santos vista do seu ponto mais alto. Aproveite a paisagem única do por do sol tomando sorvete da Cubana. Cuidado com  furtos e roubos. Locais turísticos sempre chamam atenção dos ladrões.;3.0;jan de 2016
O elevador Lacerda é bem antigo e conservado. Observa-se organização das filas. É rápido. É cobrada uma taxa pequena para que possamos usá-lo. A vista é muito bonita.;4.0;jan de 2016
Peguei uma fila enorme, mas foi dia 06/Jan, creio que deve ser mais tranquilo em outros dias. Encurta o caminho até o pelô por meros 15 centavos :) Pra mim, apesar do mirante, é mais um meio de transporte do que atração turística. A vista é bem mais bonita e confortável da praça que tem logo ao lado.;2.0;jan de 2016
Tomar um sorvete e descer o elevador é tradicional desde sempre. Custa 25 centavos para fazer as viagens.;5.0;dez de 2015
O primeiro elevador para transporte de pessoas do mundo, o elevador Lacerda liga a cidade alta á cidade baixa, que na verdade é uma falha tectônica, é legal conhecer, ver a vista, custa 0,15 centavos por ida e tem uma bela visão, é seguro, porém o que estraga digamos é o calor la dentro, não tem ar condicionado e nos dias quentes da Bahia imaginem o calor que passamos la dentro. Pior não é nem para gente, são os funcionários que trabalham ali o dia inteiro que tem que aguentar aquele calor. Fora isso, tudo ótimo!;3.0;dez de 2015
é um passeio que vale a pena,o elevador está muito bem conservado, mesmo sendo utilizado muito. serve de acesso à cidade alta/ pelourinho, além de ter uma vista lindissima da Bahia de todos os santos;5.0;jan de 2016
O elevador proporciona uma vista belissíma da baia de Todos os Santos, só lamento que não esteja tão bem cuidado quanto deveria, talvez devesse ser mais limpo e melhor estruturado, mesmo assim a experiência é única. Uma vista panorâmica sem igual;4.0;jan de 2016
"Tirar uma foto com o elevador Lacerda ao fundo é algo que todo turista deve fazer em Salvador.Primeiro porque é lindo o enquadramento do elevador Lacerda com o mar lá embaixo; segundo porque é uma foto clássica e que deixa um belo registro. Além de servir de fundo para fotografias, o Elevador leva os usuários da cidade baixa para a cidade alta e vice-versa. A viagem dura poucos segundos e custa alguns centavos. ";3.0;jan de 2016
Elevador Lacerda, principal ponto de ligação da cidade alta com a cidade baixa. Vista deslumbrante da Baía de Todos os Santos. Rápido, apesar das longas filas. Limpo e conservado. Fácil interligação entre pontos turísticos importantes.;4.0;jan de 2016
Decepção total. Fila, sem glamour, sem vista à Bahia de Todos os Santos, sem graça. Não me senti segura.;1.0;jan de 2016
Este simbolo da cidade de Salvador é um meio de locomoção muito útil para pedestres irem da cidade baixa para cidade alta e virce versa, prático, eficiente e barato, é utilizado por centenas de pessoas diáriamente.;5.0;fev de 2015
O elevador é fechado, e no dia que fui estava sem luz no corredor, o que deu um baita medo! Estava lotado! É rápido e barato, mas acho que tem caminhos alternativos para subir que valem mais a pena. Porém, o mirante ao lado do elevador é bem legal, apesar das construções de Salvador estarem abandonadas.;3.0;jan de 2016
Meio útil para ir da cidade alta para a cidade baixa e vice-versa,  comunicando pontos turísticos importantes (Pelourinho e mercado modelo).  Custa apenas 15 centavos e, dessa forma,  é bem simples e não apenas turístico, servindo como transporte para a população da cidade.  Se fosse panorâmico seria ótimo,  mas a vista do seu entorno é linda e tem valor histórico inestimável! ;3.0;jan de 2016
Não chega a ser impressionante, mas é um bom caminho para se chegar ao Pelourinho. Uma vez passando por lá, não chega a ser um lugar que você tenha vontade de voltar. A vista lá de cima até que é legal, vale à pena. ;3.0;fev de 2015
Faz a ligação entre Cidade Alta e Cidade Baixa. As filas são bem grandes, a vista da cidade alta compensa. Ao lado fica a sorveteria A Cubana famosa pelos sorvetes regionais, com frutas típicas.;3.0;dez de 2015
Visita obrigatória para quem vai a Salvador. O acesso é barato, o local é limpo e as filas são rápidas. Só faltou ser panorâmico, mas mesmo assim vale a visita!;4.0;dez de 2015
Simplesmente perfeito!!! Não se pode deixar de descer ou subir no elevador Lacerda. É claro comer no mercado modelo. Adorei ;5.0;set de 2015
Ir para Salvador e não andar no elevador, é como não ir para Salvador. O elevador é bem rápido e seguro, e lá de cima tem uma linda vista sa Baía de Todos os Santos e do Marcado Modelo.;5.0;jan de 2016
Uma das atraçoes turisticas de Salvador mais visitadas, lugar lindo com vista linda lá de cima. Não desci pelo elevador mas farei isso em outra oportunidade;5.0;fev de 2015
legal conhecer e apreciar a vistamas nada demaisnao vale a pena usa-lo, apenas se for visitar o mercado;3.0;jan de 2016
é um elevador grande , fechado e que ainda te cobram 0,15 para descer e 0,15 para subir. Deveria ser algo aberto onde tivesse a visão do lado de fora da descida .;2.0;jan de 2016
A vista do elevador e fantástica..... e gostoso sair de lá ir até o mercado modelo não dá pra ir a salvador e não visita-lo;5.0;dez de 2015
TEm uma excelente vista do alto, vale a pena pegar na parte baixa e subir , terá uma linda vista de toda a parte baixa! paguei R$ 0,15 para usar!;4.0;dez de 2015
Em relação a anos anteriores melhorou muito, ficou mais fácil e rápido para descer ou subir e principalmente esta muito limpo e bem reformado.;4.0;dez de 2015
Ponto turístico de Salvador com parada obrigatória.Muito legal usar o elevador para ir da cidade baixa par alta em menos de 5 minutos.;4.0;fev de 2015
A vista da parte alta é muito bonita. É o meio de transporte mais rápido que liga o centro histórico à parte baixa, na altura do Mercado. Passagem barata, pois é um meio de transporte popular (R$0,15 quinze centavos por pessoa). Embora as filas sejam grandes, andam muito depressa. ;4.0;jan de 2016
"Esse ""meio de transporte""entre as partes baixa e alta da Cidade,importante e tradicional,ao custo de$0,15 por trecho, poderia e DEVERIA ser mais bem cuidado,sem ventiladores e ar condicionado o ""cheiro de povo"" prevalece,incomoda e revolta até mesmo moradores usuários local.Constatadas reclamações nas filas.";2.0;jan de 2016
Por R$ 0,15 é possível utilizar o elevador. Na parte alta (subindo) temos acesso ao Pelourinho e uma vista estonteante da Baía de Todos os Santos. Na parte baixa (descendo) temos acesso ao Mercado Modelo (que fica logo em frente ao elevador. O elevador em si é um pouco sujo e bastante cheio, mas pelo preço é uma forma acessível de locomoção.;4.0;ago de 2015
Fica no centro de Salvador. Acesso do mercado municipal a parte alta da cidade e Pelourinho. Ponto turístico muito visitado. ;5.0;fev de 2015
A parte de cima do elevador é maravilhosa, com os prédios históricos ao seu redor e as baianas complementando o visual. Deve-se ter atenção com os rapazes que oferecem pulseirinhas inicialmente como presente e depois agem tentando constranger os turistas fazendo estes comprarem algum outro adorno. Dica: fala que não aceita presentes e pronto.;5.0;nov de 2015
Arquitetura muito interessante, local limpo e permite um acesso sem ladeiras a ir para visita pelourinho e permite uma vista ao porto que é perfeita;4.0;fev de 2015
Meio de transporte barato ( custa menos de 1 real). Permite saida do mercado central e chegada ate o inicio do pelourinho.;3.0;nov de 2015
Tem uma ótima vista lá de cima. Por dentro, ele é um elevador como qualquer outro e, infelizmente, não é panorâmico, mas o passeio vale a pena sim. O que incomoda é o assédio dos ambulantes que te oferecem fitinhas e colares gratuitamente pra depois pedir em troca uma colaboração de qualquer valor. Já sabendo disso, me esquivei logo.;4.0;jan de 2016
Para embarcar  muita gente, tumulto. o redor muito assedio. Expectativa para tirar fotos pois parece uma vista incrivel mas o elevador nao e panoramico.;3.0;dez de 2015
fiquei um tanto decepcionada com o passeio no elevador,pensava q era panorâmico e na verdade a beleza está apenas em observar a construção.ainda bem q cobram barato 15 centavos.Bom mesmo é a sorveteria q tem lá na porta.;3.0;dez de 2015
Elevador útil para ir ao Pelourinho. Poderia ter uma vista panorâmica dentro do elevador.  Cartão postal da cidade. ;3.0;jan de 2016
O elevador lacerda é usado por moradores nativos para ter acesso à parte alta da cidade. Você pode pegar um ônibus em direção ao comércio, descer em frente ao elevador, conhecer o mercado modelo e usar o elevador para ter acesso ao Pelô. ;4.0;nov de 2015
O local poderia ser melhor explorado, pois ele é simplesmente um meio de transporte.A vista é bonita, mas é melhor na praça ao lado.Há somente duas lanchonetes que servem tortas e não são boas.Cuidado com os vendedores que lhe abordam ao sair na parte de cima, lhe oferecem brindes, mas ao final pedem dinheiro e perturbam bastante.;3.0;jan de 2016
Se não fosse a vista seria um lugar comum. No dia que fui não havia policiamento, os vendedores não paravam de importunar e de forma insistente e ainda rolou briga de duas vendedoras de bijuterias. A vista compensa tudo.;3.0;jan de 2016
"Vale a pena conhecer esse cartão postal de Salvador. Para alguns, poderá ser decepcionante ""descer"" ou ""subir"" no elevador propriamente dito. Ele não é panorâmico. Vale pelas boas fotos e a vista ao redor do elevador";3.0;ago de 2015
Pode-se ter uma vista muito bonita da Baía de Todos os Santos. Apesar de ser um trajeto curto, vale a pena utilizar.;4.0;abr de 2015
O atrativo é a construção do elevador, a estrutura do mesmo, facilitando o acesso à cidade alta. Avenida Chile. Internamente um elevador comum,;3.0;dez de 2015
O Elevador possui uma imagem linda da cidade, bom locla para tirar fotos. Ele liga a cidade alta a cidade baixa. Entretanto, o elevador não é panorâmico, o que torna o uso não tão atrativo.No local onde fica o elevador também há um sorvete bem gostoso.;4.0;fev de 2015
Vale a pena, apenas R$0,15 a passagem. De cima se tem uma vista linda e tem fácil acesso ao Pelourinho. Em baixo, já sai bem próximo ao Mercado Modelo e ao terminal marítimo. ;3.0;jan de 2016
É muito bonito, mas uma sujeira, muitos vendedores ambulante. Serve para descer ao Mercado Modelo. A vista é belíssima, mas só isso.;3.0;dez de 2015
O elevador é bonito por fora. O uso como elevador é eficiente acesso para a cidade alta. É um simples elevador, grande, que serve ao público em geral. Lá em cima a vista é bonita para fotos e dá acesso ao Pelourinho e à baixa dos Sapateiros a uns 500 metros.  ;4.0;jan de 2016
Fazendo a ligação entre a cidade alta e a cidade baixo, este elevador, é um local que vale a pena ser visto. Dele se tem uma bela vista da orla.;4.0;dez de 2015
transporte muito barato e acessível a todos, vista linda, bom atendimento com a alegria dos baianos,;5.0;jan de 2016
Somente vá para subir ou desce entre a Cidade Alta e Cidade Baixa e apreciar a vista já na parte histórica. Falta uma melhor manutenção.;3.0;dez de 2015
É tão somente um elevador... sem vista panorâmica, paga para acessar e não oferece nenhum atrativo adicional. Além do cheiro forte de urina e sujeira. O Elevador em si é decepcionante. A vista da Bahia de todos os Santos próximo ao elevador, essa sim é maravilhosa... na entrada do elevador tem uma sorveteria A Cubana, cujo sorvete de Brownie é sensacional.;2.0;nov de 2015
Sim, você precisa ir. Só cuidado, porque o assédio aos turistas é muito chato. Praticamente não deixam nem você aproveitar o visual lá de cima. ;3.0;mai de 2015
Lindo lugar,  ponto marcante da cidade de Salvador,  liga a cidade alta a cidade baixa,  e ainda possui o sorvete mais gostoso da cidade.  😁;4.0;jan de 2016
Ao chegar em salvador, não deixe de ir no elevador lacerda, a vista la do alto é maravilhosa e você ainda aprecia um por do sol surpreendente;5.0;fev de 2015
Por se tratar de um dos pontos mais importantes de Salvador deixa a desejar no quesito limpeza. As filas fluem rápido os elevadores não dispõe de ventilação e com o carrega muita gente por viajem é sufocante, ainda bem que é ligeiro. Vale a pena.;3.0;dez de 2015
É uma construção enorme e realmente interessante pela época em que foi construída como solução rápida de deslocamento entre a parte de cima e de baixo.;5.0;dez de 2015
Bom lugar para tirar fotos, tem uma vista bastante bonita, você só precisa tomar cuidado pois tem muitos aproveitadores no local, que querem te cobrar por fotos tirada e ate por informações.;4.0;abr de 2015
Não achei muita coisa neste ponto turístico. Peguei uma fila quilométrica e estava lotado para subir. A vista é um espetáculo.;3.0;fev de 2015
O elevador Lacerda por algum motivo é o meu lugar predileto, tem uma vista incrível para se ver o mar e fotografar!;4.0;nov de 2015
Quem vai pra Salvador tem que conhecer o Pelourinho, Mercado Modelo, Farol da Barra e é claro, o Elevador Lacerda. Não é a atração mais diferente do mundo, mas a vista lá de cima é linda  e o que encontramos quando descemos também encanta! É barato!;5.0;mar de 2015
A conservação não é boa mas para quem vai pela primeira vez a Bahia vale a pena o elevador é a ligação da cidade alta á cidade baixa e logo que desce o elevador você se depara com o mercado publico que também vale a pena dar uma passadinha .;3.0;dez de 2015
Horrível pra quem mora na cidade e precisa pegar todo dia,  na maioria dos dias apenas uma cabine funciona pela manha e sem ventilação nenhuma,  as demais só andam com problema e raramente eles abrem pra funcionamento, consequentemente quando a cidade está cheia de turista a fila fica enorme causando grande transtorno o resumo do elevador Lacerda é fila enorme e calor absurdo na fila e dentro dele.;1.0;jan de 2016
Melhor meio de transitar na cidade baixa e alta. O Elevador em si é fechado, o que é uma pena pois perde-se uma vista linda. Mas a vista lá de cima é lindaaa. Tirei muitas fotos boas. Na parte de cima da para ir ao pelourinho caminhando. Na parte de baixo chega-se ao mercado modelo (famoso ponto para comprar as lembrancinhas de Salvador).;4.0;dez de 2015
Sem comentários. O pôr do sol lá é um dos mais bonitos que já vi. Tem de tomar cuidado porque senão não querer ir embora. :);5.0;fev de 2015
Não visitaria de novo, não há nada de muito bonito. Apenas por ser histórico mesmo, e o preço , uma mixaria para andar.;3.0;fev de 2015
Durante os cinco dias que passei em Salvador subi e desci o elevador mais de 50 vezes acho rsrs só penso que deveria ser gratuito apesar de ter pago 0,15 centavos.;5.0;dez de 2015
Vale a pena conhecer a estrutura e apreciar a vista da parte baixa da cidade de Salvador. A ressalva que faço diz respeito à região. É importante tomar cuidado com a segurança. ;3.0;mar de 2015
Além de barato (R$ 0,15) muito rápido e seguro! Cuidado apenas para não utiliza - lo a noite por risco de assalto nas redondezas da praça cairu. ;5.0;jan de 2016
ir no Elevador Lacerda e a divisão entre a cidade alta e cidade baixana cidade baixo a varios lugares para faz comprar e lembraças a bares e resturantedebaixo do mercado ha um lugar onde os escravos ficavam presos meio sobrio...;5.0;fev de 2015
Não vi como um passeio, mas como meio de transporte. É um elevador simples, construído com a finalidade de levar da cidade baixa ao centro histórico. No dia havia fila média e muito lixo. ;4.0;jan de 2016
R$ 0,15 para subir ou descer. Local bem sujo. Só frequente de dia, a noite é super perigoso para assaltos.;3.0;dez de 2015
Um dos maiores ícones que representa a Bahia com sua característica única. Infelizmente a conservação por aprte do poder público está muito a desejar. ;3.0;dez de 2015
Nao é uma atração turistica, nem passeio, este elevador serve apenas para transportar moradores da cidade alta a cidade baixa.Paga-se 15 centavos pra descer num elevador lotado, e super quente, totalmente fechado, sem vista alguma.;2.0;dez de 2015
Sem ventilação sujoDa a medo de ser assaltosFila no sol muito ambulante pedinteBarato de graça praticamente;3.0;jan de 2016
Estive nos primeiros dias de 2016 aí e realmente os anos passam e ele continua magnânimo, fazendo o acesso da cidade baixa com a cidade alta. A deslumbrante vista de cima, da Baía de Todos os Santos, é imperdível point de visitação para todos!;4.0;jan de 2016
Diferentemente de como eu pensava o elevador lacerda não é um atração turistica isolada, pelo contrário, conecta de maneira conveniente a cidade baixa à cidade alta, ligando pontos turísticos como o pelourinho (cidade alta) ao mercado modelo (cidade baixa). Portanto, ao viajar para Salvador, deixe seu carro na cidade baixa, visite o mercado modelo, pegue o elevador lacerda (R$0,15) e vc estará na cidade alta podendo assim visitar o Pelourinho e outros pontos turísticos.O estacionamento na cidade alta é muito mais difícil e complicado, na cidade baixa os flanelinhas n cobram barato, geralmente R$20,00 o dia todo... NÃO VÁ À NOITE. Além de pouco movimentado e segurança reduzida, perderá pontos que só ficam abertos até às 18h, como o mercado modelo. Essa é um atração para a manhã/tarde.;5.0;jan de 2016
Muito bom, estrutura conservada e limpa, as filas são constantes para entrar no elevador, mas nada demorado, preço R$ 0,15 por pessoa. Paisagem excelente para fotos.;4.0;jan de 2016
"Um lugar sujo, sem segurança; restaurante muito cheio.Muitos ambulantes (vendendo fitinha).Poderiam organizar melhor";3.0;fev de 2015
O Elevador Lacerda tem a sua finalidade ligar a cidade alta a cidade baixa, e faz isso de maneira BARATA (R$0,15) e rápida. A fila é grande nos dias de maior movimento, mas anda bem rápido. O turista que vai a salvador e não sobe e desce no Elevador Lacerda não foi a Salvador, hehehehe. ;5.0;jan de 2016
A vista é muito linda, fotos maravilhosas podem ser tiradas daí. O ruim é que tem muitos vendedores de abordando de 2 em 2 minutos, é praticamente impossível sair sem comprar algo!;4.0;fev de 2015
O elevador não temVista paranomica, e nemAr condicionado! Absurdo... Pois fora os turistas é muito utilizado pela população... E lá em cima vidros sujos... Manutenção ruim... Essa é a diferença de uma atração turística no exterior sempre bem cuidada... Ali estava meio que num estado de abandono... Só quando chega lá em cima q as coisas estão em dia é bem conservada para fotos... ;5.0;dez de 2015
Super rápido para entrar, valor da atração 0,15 centavos para subir e descer. Fácil acesso, fica próximo ao mercado modelo. Vale muito a pena subir e ver o pelourinho e Salvador do alto. Super indico.;5.0;dez de 2015
Um elevador sem graça porém muito útil preço ridículo de quinze centavos. Atração turística que poderia ser muito mais explorada;2.0;jan de 2016
Um elevador que te leva da parte baixa de Salvador para a parte alta da cidade. Da para ver os barcos atracados, o mercado, etc. Vista interessante.;3.0;jan de 2016
Tem uma vista panoramica maravilhosa, onde se todo o o mar, ao descer tem uma praça, e logo adiante tem uma fonte com varias barracas de artesanatos.;4.0;dez de 2015
Um dos principais pontos turísticos da cidade o elevador lacerda possui de melhor na minha opinião uma vista fantástica da Baía de Todos os Santos na sua parte alta.;5.0;ago de 2015
Para quem imagina que irá encontrar algo de muito incomum dentro da estrutura do Elevador Lacerda pode perder as esperanças. Em verdade, por dentro, é apenas um conjunto de elevadores comuns que ligam a cidade alta à cidade baixa, sem vista panorâmica na subida (ao menos quando se está dentro de um dos elevadores). Por fora é uma bela arquitetura da cidade soteropolitana e realmente faz uma bela fotografia da região. Aliás, para quem busca uma bela imagem não pode deixar de fotografá -lo do alto pegando o Mercado Modelo, o Forte São Marcelo e óbvio o mar da baía de Todos os Santos.;4.0;nov de 2015
Quem acompanhou as recentes avaliações verá que fiz duras críticas à praça do elevador, onde fica o palácio. A infraestrutura para o turismo, a limpeza e a organização precisa melhorar muito. Vista estupenda da baía de todos os santos.;3.0;dez de 2015
Para quem chega em Salvador por Cruzeiro, basta andar uns passos, passar pelo mercado modelo e pagar 0,15 reais para subir (ou descer), que é praticamente de graça, muito legal, não é panorâmico tampouco ar condicionado ou ventilador mas muito eficiente. Durante as festas de ano novo, tem revista dos policiais para quem vai do alto para o baixo e é grátis. ;3.0;dez de 2015
Não vale a pena perder tempo para visitas... Cobram um valor de 0.15 centavos por pessoa. Era melhor cobrar 10 reais se valesse a pena. O elevador vai lotaaaado,  provocando até mal estar nos visitantes.  Não volto nunca mais ;1.0;jan de 2016
Subi uma vez na vida, mais do que suficiente. Mal conservado e, sinceramente. custo benefício bem baixo.;3.0;nov de 2015
"Sempre tive curiosidade de saber como era o Elevador Lacerda. Acabei utilizando-o exatamente como todos os soteropolitanos o usam, ou seja, como meio de transporte para chegar na ""cidade alta"". Muito movimentado, é usado principalmente pelas pessoas nas suas atividades normais, porque efetivamente é somente um elevador. É o meio mais rápido para se chegar na cidade alta, e custa R$ 0,15 por pessoa. Com filas organizadas e limpo.";3.0;dez de 2015
A fila é imensa para vc conseguir subir e descer pelo elevador Lacerda.A vantagem é que estando em Cruzeiro, do Porto você pode visitar o Mercado Modelo, Elevador Lacerda e Pelourinho a pé pois são todos muito próximos. ;4.0;fev de 2015
Um dos melhores pontos para serem visitados em Salvador. Histórico, organizado e com uma bela vista da Baia de Todos os Santos. O Elevador fica próximo ao Mercado Modelo e é o meio de transporte mais indicado para turistas que querem conhecer o Pelourinho. No mesmo dia o turista pode conhecer o Mercado Modelo, O Elevador Lacerda e o Pelourinho.;4.0;dez de 2015
Paga 0,15 centavos para subir e descer. Vale a subida pela vista, mas acho que poderia ser melhor explorado para turismo;3.0;jan de 2016
O elevador Lacerda vale a pena pra quem nunca foi pra é bem barato para subir. Porém quem quer ver um elevador panorâmico se decepciona. Ele é todo fechado e não se pode ver a paisagem na subida. Mas é claro que na parte de cima,  descendo do elevador vc vai ter uma dados vistas mais bonitas de Salvador;3.0;dez de 2015
Eu esperava muito mais. Não tem vista panorâmica. O elevador é quente, não tem ar condicionado, apesar de cobrarem um valor irrisório, acho um absurdo pagar para usar elevador.;3.0;nov de 2015
É um ponto turístico que tem que ir...liga a parte baixa da região do Mercado Modelo ao Pelourinho. O Elevador deveria ser panorâmico pois a vista do local é Lindíssima. De repente o valor cobrado poderia ser um pouco maior para esse investimento. Hoje paga-se R$ 0,30 (subir e descer). Mas não se pode deixar de ir, quando chega lá em cima da para tirar fotos ótimas com a vista da baia.;4.0;dez de 2015
Apesar da praticidade, local muito cheio e demorado. Quente e sem ventilação. Filas gigantes com espera no sol, ao final um cheiro de jaula dentro do elevador. Bonito só por fora.;1.0;dez de 2015
Muito importante na Bahia.Trata-se de um passeio indispensável. Para maior segurança bastaria descer a partir da Praça do Elevador Lacerda dar uma volta no Mercado Modelo, comer um Filé MIgnon no Juarez e voltar, tudo a pé. Mas precisa caminhar com roupas parecidas com os moradores locais e andar numa velocidade olhando 360 graus...Chegand de volta na Praça do Elevador, logo na saída tem a Cubana, onde se pode comer algum quibe perfeito e um Coco Espumante...Quem quizer uma meranda barata pode caminhar à Rua Chile e numa loja só de bolos comprar um - cerca de 10 reais e comem bem cinco pessoas...;4.0;dez de 2015
Uma das atrações mais comentadas de Salvador. Liga o mercado modelo ao Pelourinho, vale a pena embarcar nesta! O valor da passagem é irrisório. ;3.0;dez de 2015
Tradicional, bem cuidado, finalmente um local onde se paga  para se ter manutenção  e cuidados . Visual lindo. Adorei!!!;4.0;dez de 2015
Somente legal. Tem uma vista bonita, com tarifa muito barata e nada mais. Mas, vale ir, pois é um ponto bem importante de Salvador e liga dois lugares bacanas, o Pelourinho ao Mercado Modelo.;3.0;dez de 2015
Uma bela vista do mar, com elevador panorâmico. Moderno. Liga a parte baixa da parte alta da cidade. Um ótimo lugar para visitar.;5.0;jan de 2015
Ótimo lugar para apreciar a vista. Estive em Lisboa e de alguma forma associei a característica geográfica a este lugar. Vai saber se naquela época os portugueses olharam isso no meu ponto de vista (cidade baixa e cidade alta).;5.0;dez de 2015
O elevador está em perfeitas condições onde é possível rapidamente subir para a parte alta da cidade. Muito baratinho R$ 0,15 e depois poder contemplar um mirante lindo de toda a baia de Salvador.;5.0;nov de 2015
"O grande ponto desta atração é a LIGAÇÃO entre o mercado e o Pelourinho. O elevador em si é um meio de transporte, sem grandes atributos turísticos. Vale a vista de quando se sai em direção ao Pelourinho. Atenção aos vendedores de ""plantão"" na saída do elevador.";3.0;dez de 2015
A vista em cima do elevador eh linda! Eh o cartao postal!Mas, o problema sao as baianas q ficam toda hora querendo sair na foto e ainda cobrar!Entendo q estao fazendo o trabalho delas, mas, nao achei legal! Daqui dah pra ir andando para o PElourinho..eh show!;4.0;mar de 2015
Em Salvador não deixe de conhecer o elevador Lacerda. Saindo do Mercado Modelo rumo ao Pelourinho, o elevador é ponto que proporciona uma das melhores vistas, excelente para tirar fotos. O custo é R$ 0,15 para subir ou descer.;5.0;dez de 2015
Ir a Salvador e não conhecer o elevador não tem graça. A parte inferior, na cidade velha, possui alguns pontos turísticos para conhecer. Mas é na parte alta que se encontra o centro histórico e muitos lugares para visitar. As fotos do alto de Salvador ficam muito boas, dali do elevador!;5.0;out de 2015
"Não é um elevador panorâmico, se fosse poderia ter uma vista sem igual. É um local antigo e bastante simples, se paga alguns centavos - cerca de 15 ou 20 - para subir. Após a subida, de fato, a paisagem é belíssima. Há algumas lanchonetes simples e diversas mulheres oferecendo artesanato. Serve mais como uma ""passarela"" para cortar caminho mesmo.";3.0;abr de 2015
lugar perfeito curte ,e tira fotos lindas, namora e ver como salvado na Bahia  e linda e maravilhosa.;5.0;jan de 2015
O Elevador Lacerda apesar de ser um cartão postal da cidade, nada mais é do que um elevador que transporta o pessoal do Pelourinho para a Cidade Baixa. Até que as fotos ficam bonitas. É um transporte apenas na minha opinião! Mas é bonito mesmo assim, rs.;3.0;dez de 2015
Eh um ponto turístico, mas nao tem a menor graça. Liga a parte baixa a parte alta da cidade. Vale a visita pela historia do lugar ao seu redor.;3.0;dez de 2015
É lindo demais, bem cuidado, bem organizado. Tem uma vista linda lá de cima. Esse elevador leva as pessoas da cidade baixa para a alta e vice versa.;5.0;nov de 2015
O Elevador Lacerda é muito utilizado para ir da Cidade Alta para a Baixa e vice versa, mas não espere mais do que isso, pois a vista panorâmica enquanto você está dentro do Elevador não existe mais. Aproveite a vista antes de pegar o Elevador, que é maravilhosa por sinal, pois depois que entrar não conseguirá ver muita coisa.;4.0;dez de 2015
Subir e descer o Elevador Lacerda é uma verdadeira viagem no tempo. Explorar os casarios de Salvador e se deixar navegar pela magia da Bahia;4.0;dez de 2015
Não tem como ir à Salvador e não visitar esse ponto turístico que é um símbolo da Bahia. O Elevador vai a ligação entre cidade baixa (Comércio) e alta (Pelourinho). Não deixe de apreciar a bela vista que o monumento oferece e aproveitar para tirar altas fotos.;5.0;jan de 2015
Lugar privilegiado que liga a cidade alta a baixa, possui uma das melhores paisagens de Salvador: Marinha, Mercado Modelo e toda Baía de Todos os Santos.;4.0;dez de 2015
Ligação entre a cidade baixa e a alta de maneira barata, rápida e simples. Seria ideal se tivesse vista panorâmica, mas a vista lá de cima compensa, é sensacional, de frente para Baía de Todos os Santos. Parada obrigatório em Salvador.;5.0;jun de 2015
Lugar incrível ver o por do sol no elevador Lacerda e muito bonito Vale a pena passar o fim de tarde la tomar o sorvete na cubana e depois curtir o pelourinho. ;5.0;dez de 2015
Ponto turístico da cidade, liga a parte alta à parte baixa da cidade. Vale a pena conhecer por ser um símbolo de Salvador.;3.0;jan de 2015
Quem ainda não conhece, não imagina o que está perdendo: uma ótima vista para a Bahia de todos os Santos, quando termina de subir o elevador pode apreciar um ótimo sorvete.;5.0;dez de 2015
Não senti segura ao fazer uso do Elevador Lacerda. Acho que deveria ter policiamento dentro das dependências do elevador para deixar as pessoas mais seguras.;3.0;nov de 2015
Este cartão postal de Salvador é barato e nos dá uma vista linda, além de ser de fácil acesso para quem está no mercado modelo ou no pelourinho;5.0;mar de 2015
Elevador comum, que liga a parte baixa e alta. 15 centavos, o custo. Sempre lotado, mas vale as fotos, principalmente na parte alta.;3.0;dez de 2015
Elevador muito famoso, porém não tem nada absurdo, é bem simples, não é panorâmico e é bem lotado. O bacana é lá de cima, onde é possível ter uma visão bonita.;3.0;jan de 2015
"Ainda funciona como ""cartão postal"", embora sua utilização pela população seja intensa ! Vale mais pela tradição e estilo em que foi construído ! Subir e descer pode ser uma ""lembrança"", com atrações tanto na cidade alta (Praça da Sé), quanto na baixa (Mercado Modelo).";4.0;out de 2015
Inacreditável que este elevador tenha sido idealizado a mais de 100 anos, reformado, e que custa barato para usá-lo.;5.0;dez de 2015
Foi bom ir no elevador fui ao mercado modelo vi  aula de capoeira muito bonito fui no centro da feira tudo de bom eu estou já  pretendendo volta novamente ameiiiiiii;1.0;nov de 2015
Lindo o elevador de longe e é muito barato para descer do pelourinho ou subir. fora a visão que tem ali do lado do elevador, quando fomos escutamos que cheirava a urina, mais não sentimos nada, isso só acontece no carnaval onde fica muito cheio. A limpeza do elevador é muito boa também.;5.0;jun de 2015
"Estivemos no elevador Lacerda em 2007; é bacana você subir para a parte alta de Salvador utilizando esse elevador, que é pago (na época acho que R$ 0,05), mas é mais bonito vê-lo de fora, do que propriamente utilizá-lo.";4.0;jan de 2015
Melhor e mais rápida maneira de transitar entre a Cidade Baixa e a Cidade Alta de Salvador. Em geral, a visita começa no Mercado Modelo e segue até o Pelourinho, e nada mais prático que conhecer no caminho o Elevador Lacerda, o primeiro elevador urbano do mundo, com cerca de 63 metros de altura e inaugurado em 8 de dezembro de 1873. Já fiz uso dele várias vezes.;5.0;dez de 2015
